,country,description,designation,points,price,province,region_1,region_2,variety,winery,Red?,Wine_Bins
3784,US,"Aged mostly in stainless steel with a touch of new French oak (10%), this has notes of toast and char along with freshly cut mango. It's on the lighter side of medium bodied, drinking just a hair off dry with a bitter note on the finish.",*Unknown Wine*,85,15.0,Oregon,Umpqua Valley,Southern Oregon,Chardonnay,Girardet,False,Popular: $10-15
3735,Portugal,"This is a dark and dense wine, serious with its firm tannins and solid black fruits. It has spice, blackberry and currant flavors, along with a pure line of acidity. With its firm structure, this dry, concentrated wine needs to age. Drink from 2015.",Ramos Reserva,90,15.0,Alentejano,Alentejano,Alentejano,Portuguese Red,J. Portugal Ramos,True,Popular: $10-15
3728,Hungary,"There's a chalky minerality that carries from the nose to the palate of this bone-dry Hungarian rosé, adding a touch of elegance to the fresh red cherry and raspberry flavors. It is easy drinking and balanced in structure. Drink now.",Weninger & Gere,85,15.0,Villány,Villány,Villány,Rosé,Gere Attila,True,Popular: $10-15
3729,France,"Earthy aromas are an off-putting start to this heavily tannic wine. It tastes bitter and extracted, the fruit worked too hard during fermentation.",*Unknown Wine*,83,15.0,Bordeaux,Blaye Côtes de Bordeaux,Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Seguin,True,Popular: $10-15
3730,Italy,"I Papiri is a fresh and fragrant white, with bright aromas of citrus, cut grass and white peach. Pair it with any Mediterranean fish dish.",I Papiri,87,15.0,Sicily & Sardinia,Vermentino di Sardegna,Vermentino di Sardegna,Vermentino,Santa Maria La Palma,False,Popular: $10-15
3731,Portugal,"The full juiciness of Castelão is balanced by spice and structure from wood maturation. The result is a smooth, textured wine, firm with tannins for aging. It is rich, smoky, dry and edgy at this young stage. Drink from 2016.",Fonte do Beco,90,15.0,Península de Setúbal,Península de Setúbal,Península de Setúbal,Castelão,DFJ Vinhos,True,Popular: $10-15
3732,Argentina,"Chunky plum, berry and toasty campfire aromas are full and thick on this blend of 60% Malbec and 40% Merlot. The palate is stout and meaty, with pronounced but honest tannins. It tastes charred, with ripe berry, prune and chocolate undercurrents. Loses some of its spunk on the finish.",Expresiones Reserve,90,15.0,Mendoza Province,Mendoza,Mendoza,Malbec-Cabernet Sauvignon,Finca Flichman,True,Popular: $10-15
3733,France,"A fresh and fruity wine, with black currant notes, yet somewhat stalky in character. The aftertaste is bright and light.",*Unknown Wine*,84,15.0,Bordeaux,Côtes de Bordeaux,Côtes de Bordeaux,Bordeaux-style Red Blend,Château Anniche,True,Popular: $10-15
3734,US,"This Chardonnay-Viognier-Riesling blend is soft, simple and herbaceous. Good for sipping; the lemony flavor would work well with light fish.",Lochsa,84,15.0,Idaho,Idaho,Idaho,White Blend,Clearwater Canyon,False,Popular: $10-15
3736,France,"A special cuvée of Château Siaurac, this is dark, dense, seriously young at this stage, but destined for a powerful, rich, black fruit and tannin future. It has weight and concentration, layered with new wood and acidity. Drink from 2017.",Baronne de Siaurac,90,15.0,Bordeaux,Lalande de Pomerol,Lalande de Pomerol,Merlot,Château Siaurac,True,Popular: $10-15
3726,US,Vanilla and cookie dough flavors dominate. The fruit is light and simple cherry candy; the tannins are equally light. Quaffable and refreshing.,H3,86,15.0,Washington,Horse Heaven Hills,Columbia Valley,Merlot,Columbia Crest,True,Popular: $10-15
3737,Italy,"Sedàra is a popular Sicilian red that is readily available around the world. This lively vintage shows bright berry tones, white almond and bright touches of cola and cassis. The mouthfeel is sharp, crisp and compact.",Sedàra,87,15.0,Sicily & Sardinia,Sicilia,Sicilia,Red Blend,Donnafugata,True,Popular: $10-15
3738,France,"This is a finely balanced, if still very structured wine. It has powerful tannins, but also rich, black, juicy fruits that are coming into integration. Solid and concentrated, the wine has great potential and needs to age for at least four years.",Château Rauzan-Despagne Réserve,90,15.0,Bordeaux,Bordeaux,Bordeaux,Bordeaux-style Red Blend,Château Rauzan Despagne,True,Popular: $10-15
3739,US,"Aromas of melon and pear run into a smooth, full-bodied core of lovely fruit that's highlighted with a hint of fresh cream. Broad and mouthfilling, with excellent concentration, this is a fine example of Washington State Pinot Gris.",*Unknown Wine*,90,15.0,Washington,Columbia Valley (WA),Columbia Valley,Pinot Gris,Mercer,False,Popular: $10-15
3740,US,"Good price for a Chardonnay this rich and satisfying. It's oaky and ripe and flamboyant in orange and pineapple fruit, yet a brisk cut of acidity and minerality saves it from being too sweet.",The Chard,87,15.0,California,California,California Other,Chardonnay,Cosentino,False,Popular: $10-15
3741,US,"A pleasant sipper for drinking now, with citrus fruit, Asian-pear and peach flavors, accented by acidity. This 100% Sauvignon was unoaked.",Honker Blanc,86,15.0,California,Napa Valley,Napa,White Blend,Tudal,False,Popular: $10-15
3742,Czech Republic,"Crisp, slightly underripe melon and quince tones lend freshness to white blossoms on this pretty, easy-drinking Grüner. The acidity is striking, a zippy streak of lemon and lime, bristling on the palate, along with a flurry of green, leafy notes that mark the finish.",*Unknown Wine*,86,15.0,Moravia,Moravia,Moravia,Grüner Veltliner,Vino z Czech,True,Popular: $10-15
3743,US,"Wente remains remarkably adept at making very good wines in big volumes at fair prices. This is a textbook example—a crisp, layered and complex SB that's as floral as spring, generous in acidity and lemony on the finish. Pair with shellfish, chicken or goat cheese on crackers.",Louis Mel,90,15.0,California,Livermore Valley,Central Coast,Sauvignon Blanc,Wente,False,Popular: $10-15
3727,France,"Rich and fruity, this has fine red-currant and quince fruit. It's full in the mouth, concentrated, perfumed and mineral driven. Worth aging a few months. Screwcap.",*Unknown Wine*,90,15.0,Bordeaux,Bordeaux Blanc,Bordeaux Blanc,Bordeaux-style White Blend,Château des Gravières,False,Popular: $10-15
3725,Portugal,"This lively, fruity wine has fine acidity that's smoothed by creamy pear and green plum flavors. There is a touch of sweetness—perhaps some residual sugar—from grapes that were harvested when very ripe. Drink over the next few months.",Montefino Branco,84,15.0,Alentejano,Alentejano,Alentejano,Portuguese White,Monte da Penha,False,Popular: $10-15
3783,US,"Always a fine value, a price drop has made this a must-buy red for everyday enjoyment. Black fruits revel in a bed of mocha, and the acids bring a touch of citrus.",Red,89,15.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,O•S Winery,True,Popular: $10-15
3715,France,"This firm, strongly tannic wine possesses all the right weight and richness. Dense tannins push the wine forward, with a sweet-tasting plum note, plus acidity. For aging over 4–5 years.",*Unknown Wine*,90,15.0,Bordeaux,Bordeaux,Bordeaux,Bordeaux-style Red Blend,Château du Lort,True,Popular: $10-15
4022,Portugal,"Smooth and silky, ripe stone fruit flavors are complemented by a flexible structure that gives shape to the juicy character. A light edge of wood and fine acidity complete the balance.",Terra Grande Reserva,89,15.0,Alentejano,Alentejano,Alentejano,Portuguese Red,Parras Vinhos,True,Popular: $10-15
3709,France,"This lightly wood-aged wine's toasty character is finely balanced with tropical and citrus fruits. Full and ripe, the wine has both weight and a concentrated, rich aftertaste.",Heritage,90,15.0,Bordeaux,Bordeaux Blanc,Bordeaux Blanc,Sauvignon Blanc,Château Lamothe-Vincent,False,Popular: $10-15
3710,Portugal,"A big, ripe and spicy wine that is full of red fruit notes and gentle tannins. It is open and accessible, its fruit juiciness already a pleasure to taste. There is fresh acidity on the finish. Drink now through 2019.",Companhia das Lezírias Catapereiro Escolha,90,15.0,Tejo,Tejo,Tejo,Portuguese Red,Wines & Winemakers,True,Popular: $10-15
3711,US,"Voluptuously full on the palate, this succulent off-dry Gewürz seems to burst on the palate with sweet pink-grapefruit juice and lychee fruit flavors. A hint of bitter grapefruit pith and a spray of citrusy acidity adds balance and elegance.",*Unknown Wine*,87,15.0,New York,Finger Lakes,Finger Lakes,Gewürztraminer,White Springs,True,Popular: $10-15
3712,Argentina,"Dense and beefy at first, then menthol, licorice, blackberry and earth aromas come out on the nose. The palate is deep and well structured, with toasty, dark flavors of chocolate mint along with leathery berry. Finishes with coffee and peppery flavors. Serious and satisfying; 60% Malbec and 40% Cab Sauvignon.",Coleccion NQN Patagonia Universe,91,15.0,Other,Patagonia,Patagonia,Red Blend,Bodega NQN,True,Popular: $10-15
3713,France,"Kissed generously by spicy wood, this is a smooth, ripe wine. It has some concentrated apricot and peppered pear flavors, along with a rich, toasty finish. Age 2–3 years.",*Unknown Wine*,90,15.0,Bordeaux,Bordeaux Blanc,Bordeaux Blanc,Bordeaux-style White Blend,Château Lestrille Capmartin,False,Popular: $10-15
3714,France,"With a tropical fruit aroma of pineapple juice and a touch of spice, this is an attractive, fragrant wine. It has good balancing acidity to accompany the fruitiness, making for an ultimately lively and crisp effort.",Réserve,90,15.0,Bordeaux,Bordeaux Blanc,Bordeaux Blanc,Bordeaux-style White Blend,Cheval Quancard,False,Popular: $10-15
3716,France,"The second wine from Château Vignelaure, a vast estate near Aix-en-Provence, this is a textured, ripe wine. It has red fruits but also a great tang of orange and lemon zest that gives it a delicious, refreshing lift.",La Source,90,15.0,Provence,Coteaux d'Aix-en-Provence,Coteaux d'Aix-en-Provence,Rosé,Château Vignelaure,True,Popular: $10-15
3724,US,"Delicate on entry with a soft, honeydew sweetness, this dry Riesling builds in intensity on the midpalate with accumulating layers of white florals, lime juice and stone fruit flavors. Brisk with a zesty, clean acidity.",Dry,86,15.0,New York,Finger Lakes,Finger Lakes,Riesling,Knapp,False,Popular: $10-15
3717,Portugal,"Full-bodied and smooth, this wine has weight, richness and a dense, rounded texture. There's some good juiciness as well, adding dark berry fruits to the soft tannins and rounded feel of the wine. Acidity at the end brings a sense of balance. Drink from 2014.",Portas da Herdade Reserva,90,15.0,Alentejano,Alentejano,Alentejano,Portuguese Red,Companhia das Quintas,True,Popular: $10-15
3718,Portugal,"A blend of Arinto and Antão Vaz, this is an impressively structured and concentrated wine. Ripe and flowery, with flavors of mango and yellow fruit. The smooth yet tangy structure gives pleasure now, but also promises aging. Drink until 2019.",Dom Rafael Branco,90,15.0,Alentejo,Alentejo,Alentejo,Portuguese White,Mouchão,False,Popular: $10-15
3719,Chile,"Roasted smelling, with black olive, rubber and turned earth on the nose. Syrupy and dense, with jammy flavors of blackberry but not much spice, length or complexity. Finishes quick, with grabby tannins and jammy density.",Reserva,86,15.0,Maipo Valley,Maipo Valley,Maipo Valley,Cabernet Sauvignon,Viña Tabalí,True,Popular: $10-15
3720,Macedonia,"Lavender and ripe black-cherry aromas are enticing on this Pinot Noir. Dry and full bodied, it doesn't have a lot of concentration, but it's softly fruity, with hints of soil and autumn leaf.",*Unknown Wine*,84,15.0,Tikves,Tikves,Tikves,Pinot Noir,Macedon,True,Popular: $10-15
3721,Italy,"Cantine Barbera presents a classic but simple expression of Nero d'Avola with an easy nose of cherry, raw fruit and white almond skin. The mouthfeel is bright and compact and shows a touch of sour fruit as well.",*Unknown Wine*,86,15.0,Sicily & Sardinia,Sicilia,Sicilia,Nero d'Avola,Cantine Barbera,True,Popular: $10-15
3722,Chile,"Smells good and fruity, with ample berry force at the bouquet's center along with herbs and spice. Grabby, tannic and stocky on the palate, with sweet, chunky berry, raisin and plum flavors. Turns slightly herbal and stewy on the finish.",Clava Coastal Reserve,86,15.0,Casablanca Valley,Casablanca Valley,Casablanca Valley,Syrah,Quintay,True,Popular: $10-15
3723,France,"Rounded and smooth wine, with rich apricot and nectarine flavors as well as tight acidity. It is structured, pear and apple skins giving shape to a wine that is good to drink now and will also age.",Sec,86,15.0,Loire Valley,Vouvray,Vouvray,Chenin Blanc,Domaine de Vaugondy,False,Popular: $10-15
3744,France,"A firm and tannic wine, with a hard-edge feel to it. The structure is dry and tough, leaving little room for the fruit, even in the future.",*Unknown Wine*,83,15.0,Bordeaux,Blaye Côtes de Bordeaux,Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Saint-Urbain,True,Popular: $10-15
3745,US,"Completing a quartet of excellent white-wine releases from Mercer, this lively, balanced Chardonnay comes on steely. It's clean and textural, with a mix of citrus flesh and rind, apple and melon. There is even a hint of lemon cream, keeping the finish light and refreshing.",*Unknown Wine*,89,15.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Mercer,False,Popular: $10-15
3746,Italy,"This shows delicate floral aromas along with dominant bell pepper and sawdust sensations. The palate is dominated by oaky flavors of roasted coffee beans and espresso, giving the wine an anonymous personality and style.",*Unknown Wine*,85,15.0,Tuscany,Chianti Classico,Chianti Classico,Red Blend,Fattoria di Montecchio,True,Popular: $10-15
